RAVEN_sample_ID,Time,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__cspturbine__production__electricityBoost,Dispatch__cspturbine__production__heat,Dispatch__solar__production__heat,Dispatch__H_Import__production__heat,Dispatch__TES__level__heat,Dispatch__TES__charge__heat,Dispatch__TES__discharge__heat,Dispatch__grid__production__electricity,Dispatch__gridBoost__production__electricityBoost,Cap_DNI,Price,ProbabilityWeight,prefix,PointProbability
0,93,1,2022,1.0,48.600000354,5.92198192559,-17.9453997745,0.0,-9.99999090909e-09,83.6146369142,-99990.8976488,100008.843049,-48.600000354,-5.92198192559,0.0,68.84877,1.0,1,1.0
0,94,1,2022,1.0,48.6000003354,4.4419829058,-13.46055426,0.0,-9.99999090909e-09,70.1540826442,-99993.215638,100006.676192,-48.6000003354,-4.4419829058,0.0,60.37552,1.0,1,1.0
0,95,1,2022,1.0,48.6000003287,2.9619838046,-8.9757084988,0.0,-9.99999090909e-09,61.1783741354,-99995.4800038,100004.455712,-48.6000003287,-2.9619838046,0.0,57.79799,1.0,1,1.0
0,96,1,2022,1.0,48.6000003081,1.48198488568,-4.49086328994,0.0,-9.99999090909e-09,56.6875108355,-99997.7402164,100002.23108,-48.6000003081,-1.48198488568,0.0,51.09624,1.0,1,1.0
0,97,1,2022,1.0,48.6000002991,1.40000081985,-4.2424267268,0.0,-9.99999090909e-09,52.4450840987,-99997.7358163,100001.978243,-48.6000002991,-1.40000081985,0.0,48.63166,1.0,1,1.0
0,98,1,2022,1.0,48.6000002952,1.40000075147,-4.24242651961,0.0,-9.99999090909e-09,48.2026575691,-99997.8755852,100002.118012,-48.6000002952,-1.40000075147,0.0,47.657,1.0,1,1.0
0,99,1,2022,1.0,48.6000002927,1.40000071146,-4.24242639835,0.0,-9.99999090909e-09,43.9602311607,-99997.2022157,100001.444642,-48.6000002927,-1.40000071146,0.0,47.025,1.0,1,1.0
0,100,1,2022,1.0,48.6000002945,1.40850533459,-4.2681979836,0.0,-9.99999090909e-09,39.6920331671,-99997.8480679,100002.116266,-48.6000002945,-1.40850533459,0.0,47.47207,1.0,1,1.0
0,101,1,2022,1.0,48.6000003209,2.8885045911,-8.75304421545,0.0,-9.99999090909e-09,30.9389889417,-99995.5824466,100004.335491,-48.6000003209,-2.8885045911,0.0,55.04952,1.0,1,1.0
0,102,1,2022,1.0,48.6000003665,4.36850405405,-13.2378910729,0.0,-9.99999090909e-09,17.7010978588,-99993.3124158,100006.550307,-48.6000003665,-4.36850405405,0.0,76.08512,1.0,1,1.0
